ocid,notice_id,published_date,deadline,title,buyer,status,procurement_method,main_category,cpv_id,cpv_description,value_amount,value_currency,sme_suitable,vcse_suitable,categories,matched_terms,official_notice_url,summary,licence,source
ocds-b5fd17-ae6a94f0-127a-4659-8efa-f6d934e40201,375f00e8-89a0-426c-9ffa-32fb4843dc69-902833,2026-06-08T10:12:44+01:00,2026-06-29T12:00:00+01:00,Energy Connect - UK-ASEAN Energy Cooperation Forum and Study Visit in London,PALLADIUM INTERNATIONAL LIMITED,active,Open procedure (above threshold),services,09000000,"Petroleum products, fuel, electricity and other sources of energy",125000,GBP,True,True,sme_suitable,SME suitability flag,https://www.contractsfinder.service.gov.uk/Notice/375f00e8-89a0-426c-9ffa-32fb4843dc69,"We invite proposals for the delivery of the UK-ASEAN Energy Cooperation Forum 2026 and Study Visit in the UK, convening senior ASEAN stakeholders and UK industry leaders at a pivot moment for the region's energy transit…",http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
ocds-b5fd17-907fe0a4-057c-4886-a325-f648e35dca7a,7a894576-1142-4107-98f3-aa35984f1857-902802,2026-06-19T10:14:01+01:00,2026-06-26T12:00:00+01:00,Arboricultural services - Tree works operations,London Borough Of Islington,active,Restricted procedure (above threshold),services,50000000,Repair and maintenance services,,,True,False,facilities_works;sme_suitable,SME suitability flag;maintenance,https://www.contractsfinder.service.gov.uk/Notice/7a894576-1142-4107-98f3-aa35984f1857,13657 HWYS AD-HOC 01_11_25 - 19-06-26 Ad-hoc tree works across the borough This opportunity has been distributed on adamprocure.co.uk,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
ocds-b5fd17-a3d78ea8-ed3f-45e4-b64d-55edb7eefd25,9ec3128b-0bd4-42d7-b486-e180adf2459f-902800,2026-06-19T10:11:12+01:00,,"Digital, Data and Technology Apprenticeship Training Provision",Ministry of Justice,planned,,,80000000,Education and training services,33655000,GBP,True,True,accessibility_digital;sme_suitable,SME suitability flag;accessibility,,"The Ministry of Justice intends to procure apprenticeship training services covering digital, data and technology standards via Crown Commercial Service Dynamic Purchasing System RM6102. Estimated total value: £33,655,0…",http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
ocds-b5fd17-3167b4eb-52ea-480a-a6cf-9e14217ddeac,d7edecec-eabc-48c8-8600-f26713d18cb5-902786,2026-06-19T09:51:15+01:00,2026-07-10T12:00:00+01:00,CA18086 - Tender 16/2026 - Public Address & Lighting Systems for NMDDC Events Department,"Newry, Mourne and Down District Council (NMD)",active,Open procedure,services,79952000,Event services,,,True,False,sme_suitable,SME suitability flag,https://www.contractsfinder.service.gov.uk/Notice/d7edecec-eabc-48c8-8600-f26713d18cb5,"Newry, Mourne and Down District Council ('The Council') is inviting tenders from suitably experienced suppliers for the provision of Public Address (PA) & Lighting Systems for Tourism, Arts and Culture events. To access…",http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
ocds-b5fd17-b04c00c4-c41f-4eb5-9f6b-a40ff432731b,714185fd-a92e-4cdb-88f4-ad3693112f70-902761,2026-06-19T09:06:19+01:00,2026-06-26T12:00:00+01:00,CA18070 - Provision of CNC Machine,Hopwood Hall College,active,Open procedure,goods,42600000,Machine tools,115000,GBP,True,False,sme_suitable,SME suitability flag,https://www.contractsfinder.service.gov.uk/Notice/714185fd-a92e-4cdb-88f4-ad3693112f70,"College is seeking to purchase a CNC Machine. For more details, please review Appendix A - Specification document. To access this competition: Registered: Login to https://suppliers.multiquote.com and view the opportuni…",http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
ocds-b5fd17-700bbc97-a1a6-44df-8d21-524fb2bff906,0e399cd9-0b88-4a6f-8c00-3a72cd1f1f3c-902756,2026-05-15T16:20:02+01:00,2026-07-06T12:00:00+01:00,ePayment System,London Borough of Merton,active,Open procedure (above threshold),goods,66170000,"Financial consultancy, financial transaction processing and clearing-house services",600000,GBP,True,True,facilities_works;sme_suitable,SME suitability flag;maintenance,https://www.contractsfinder.service.gov.uk/Notice/0e399cd9-0b88-4a6f-8c00-3a72cd1f1f3c,"The London Borough of Merton (""the Authority"") is seeking to undertake soft market testing to understand suppliers that can provide platform, implementation, maintenance, and support for an ePayments and Income Receipti…",http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
ocds-b5fd17-5db521f9-f132-40f0-bb83-c5984d51736f,e6168f0c-d23e-4fe6-a6bd-078b229abb71-902725,2026-06-10T10:05:13+01:00,2026-07-13T17:00:00+01:00,Enabling offshore wind port development and investment,PALLADIUM INTERNATIONAL LIMITED,active,Open procedure (above threshold),services,31000000,"Electrical machinery, apparatus, equipment and consumables; lighting",470000,GBP,True,True,facilities_works;green_energy;sme_suitable,SME suitability flag;installation;renewable,https://www.contractsfinder.service.gov.uk/Notice/e6168f0c-d23e-4fe6-a6bd-078b229abb71,"Palladium as the delivery partner for the Foreign, Commonwealth and Development Office (FCDO) funded UK Partnering for Accelerate Climate Transitions (UK PACT) programme invites you to submit a quotation for the service…",http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
ocds-b5fd17-0f021596-1ff9-4eaf-9cb4-c240f90983ef,d693448e-f19f-480e-b1ba-997fc3982e58-902719,2026-06-18T15:51:15+01:00,2026-07-22T12:00:00+01:00,CA18084 - Tender 37/2026 - PEACEPLUS PP2002 - Mayobridge GAA - Internal and External Upgrade Works,"Newry, Mourne and Down District Council (NMD)",active,Open procedure,works,45200000,Works for complete or part construction and civil engineering work,,,True,False,facilities_works;sme_suitable,SME suitability flag;installation,https://www.contractsfinder.service.gov.uk/Notice/d693448e-f19f-480e-b1ba-997fc3982e58,Competent Contracting companies are hereby invited to tender to deliver PP2002 Mayobridge GAA - Internal and External Upgrade Works: A combination of civil engineering and construction activities to redevelop and refurb…,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
ocds-b5fd17-1102d6b7-2e28-4c46-9a2a-23305c4900cd,a3d4c65a-06b8-4459-bafd-3bb90936e5ec-902718,2026-06-18T15:50:05+01:00,2026-06-26T12:23:00+01:00,Floor Gullies and Channels - ANTHRO-PROC-PH4D,Anthro JV,active,,goods,44163112,Drainage system,50000,GBP,True,False,sme_suitable,SME suitability flag,https://www.contractsfinder.service.gov.uk/Notice/a3d4c65a-06b8-4459-bafd-3bb90936e5ec,We are seeking to appoint a qualified and experienced subcontractor to supply floor gullies and floor drainage channels at Old Oak Common (OOC) HS2 railway station. The materials are either Stainless steel or Nickel bro…,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
ocds-b5fd17-fd98c69b-1851-43f9-9e33-3e19188ad5d7,e332dcb6-b0c2-4af9-a739-6ecdb3e2d514-902698,2026-06-18T14:51:14+01:00,2026-07-22T12:00:00+01:00,"CA18082 - WHC - Barnfield College Phase 3, including landscaping works",West Herts College,active,Restricted procedure,works,45214500,Construction work for buildings of further education,16000000,GBP,True,False,sme_suitable,SME suitability flag,https://www.contractsfinder.service.gov.uk/Notice/e332dcb6-b0c2-4af9-a739-6ecdb3e2d514,"West Herts College are completing their site wide masterplan at the Barnfield Campus and are looking to Deliver the final Phase of the masterplan. Phase 3 will deliver a new court sports hall, changing facilities, socia…",http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
ocds-b5fd17-c74c9f9a-87ef-4a19-818e-6ff719bbdd20,ae0bda27-d59b-491c-96f7-95fe398f5893-902673,2026-06-18T12:27:11+01:00,2026-07-15T12:00:00+01:00,CA17708 - Walsall College Sports coaching,Walsall College,active,Open procedure,services,79998000,Coaching services,90000,GBP,True,False,sme_suitable,SME suitability flag,https://www.contractsfinder.service.gov.uk/Notice/ae0bda27-d59b-491c-96f7-95fe398f5893,"Sports Coaches for Football, Netball and Cricket To access this competition: Registered: Login to https://suppliers.multiquote.com and view the opportunity CA17708. Not registered: Visit https://suppliers.multiquote.com…",http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
ocds-b5fd17-64b15bd6-5de8-491b-bc71-87af9ce72027,c139d6dd-cbc5-4019-b697-d3b4d8013214-902470,2026-06-18T08:00:03+01:00,2026-07-24T17:00:00+01:00,Refurbishment & Conversion of an Existing Grade II Listed Property in Truro,Pedley Properties Limited,active,Other - Single Stage Tenders,works,45000000,Construction work,150000,GBP,True,False,facilities_works;sme_suitable,SME suitability flag;refurbishment,https://www.contractsfinder.service.gov.uk/Notice/c139d6dd-cbc5-4019-b697-d3b4d8013214,Refurbishment & Conversion of an existing Grade II Listed building in Truro to Commercial with 2 self-contained Flats over.,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
ocds-b5fd17-ca9090b8-05d7-4635-84ed-0ff398043134,29cf4a56-bdbe-4c37-9f42-8c3db98ea06c-902569,2026-06-17T17:45:05+01:00,2026-07-13T12:00:00+01:00,MRWA Food Waste Prevention campaign 26/27,Merseyside Waste Disposal Authority,active,Open procedure (below threshold),services,79340000,Advertising and marketing services,,,True,False,sme_suitable,SME suitability flag,https://www.contractsfinder.service.gov.uk/Notice/29cf4a56-bdbe-4c37-9f42-8c3db98ea06c,MWDA is seeking a creative agency to deliver a strategic behavioural change campaign under the Zero Waste LCR brand. The campaign is to help raise awareness of household food waste and food waste prevention behaviours a…,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
ocds-b5fd17-0d7e49bc-4e1f-4fa6-87b3-f157fcd3d3d4,66520e8b-b07f-4a1c-88c1-6d7076ede4ae-902537,2026-06-17T15:32:04+01:00,2026-07-15T15:00:00+01:00,Cable Management System,KBS Maritime Ltd,active,Restricted procedure,goods,31320000,Power distribution cables,1000000,GBP,False,False,facilities_works,electrical,https://www.contractsfinder.service.gov.uk/Notice/66520e8b-b07f-4a1c-88c1-6d7076ede4ae,"Portsmouth Naval Base require a Portable Skid Mounted Cable Management System (CMS) to power some of their vessels. Each reel shall be capable of supplying a 60Hz electrical supply, up to 690V and 350A.",http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
ocds-b5fd17-ad5cf02b-59ed-4a08-82ac-eb8f8b6e87a4,17da61cd-827f-4ece-a455-db23cbcf6ff6-902504,2026-06-17T13:47:24+01:00,2026-06-24T10:00:00+01:00,Taxi and MPV (1-8 seats) Passenger Assistant - Taxi and MPV (1-8 seats) Passenger Assistant,East Sussex County Council,active,Restricted procedure (above threshold),services,60000000,Transport services (excl. Waste transport),,,True,False,sme_suitable,SME suitability flag,https://www.contractsfinder.service.gov.uk/Notice/17da61cd-827f-4ece-a455-db23cbcf6ff6,"Tender details: Vehicle type: MPV Passenger Assistant Required: PA required. Proposed Taxi Route: From: BN22 9LB and BN237BN To: The Flagship School, TN34 2AE Frequency: Monday to Friday Daily School Time: Mon-Fri 08:50…",http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
ocds-b5fd17-88f350cc-947c-471c-87da-f9b23e06a440,51fc77d0-13c2-44b4-aa63-fde218ec9bfc-902475,2026-06-17T11:59:25+01:00,2026-06-24T10:00:00+01:00,Taxi and MPV (1-8 seats) - Taxi and MPV (1-8 seats),East Sussex County Council,active,Restricted procedure (above threshold),services,60000000,Transport services (excl. Waste transport),,,True,False,sme_suitable,SME suitability flag,https://www.contractsfinder.service.gov.uk/Notice/51fc77d0-13c2-44b4-aa63-fde218ec9bfc,"Vehicle type: Saloon or MPV Passenger Assistant Required: No PA required. Proposed Taxi Route: From: TN35 4RQ, TN33 0PL and TN32 5AS To: The Flagship School, TN34 2AE Frequency: Monday to Friday Daily School Time: Mon-F…",http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
ocds-b5fd17-7fbb42cf-0b0f-44fc-94a0-0dd634e5960b,457839b7-6927-4144-8668-440a68f6537b-902472,2026-05-13T14:55:16+01:00,2026-06-24T12:00:00+01:00,Best Start Free Breakfast Clubs Enrichment Sponsorship Academic Year 26/27,Department for Education,active,Other - Request for Offers,,37000000,"Musical instruments, sport goods, games, toys, handicraft, art materials and accessories",,,True,True,sme_suitable,SME suitability flag,https://www.contractsfinder.service.gov.uk/Notice/457839b7-6927-4144-8668-440a68f6537b,Could your organisation partner with the Department for Education's (DfE) free breakfast club programme to help pupils start the day ready to learn? The free breakfast club programme supports the aim of giving every pup…,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
ocds-b5fd17-6a8e1e78-a1d7-4358-96f0-e4feb420b897,fba4aa8d-194a-406a-907c-542c839cc89d-902461,2026-06-11T11:08:07+01:00,2026-06-30T17:00:00+01:00,Bangkok Congestion Charge Policy Detailed Legislative Development,PALLADIUM INTERNATIONAL LIMITED,active,Open procedure (above threshold),services,09000000,"Petroleum products, fuel, electricity and other sources of energy",40000,GBP,True,True,sme_suitable,SME suitability flag,https://www.contractsfinder.service.gov.uk/Notice/fba4aa8d-194a-406a-907c-542c839cc89d,The UK Government's Partnering for Accelerated Climate Transitions (UK PACT) programme is inviting quotations from qualified suppliers or consortia to deliver technical assistance facility in Thailand Thailand's transpo…,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
ocds-b5fd17-29c5f6b9-d8ea-49ca-bea4-6b52e629cf50,b1ce31d4-281e-4d1f-a801-c616605ad1b5-902445,2026-06-17T10:29:25+01:00,2026-07-17T17:00:00+01:00,Development of Electricity Regulatory and Institutional Frameworks for Nigeria's Clean Energy Transition,PALLADIUM INTERNATIONAL LIMITED,active,Open procedure (above threshold),services,09000000,"Petroleum products, fuel, electricity and other sources of energy",77000,GBP,True,True,green_energy;sme_suitable,SME suitability flag;renewable,https://www.contractsfinder.service.gov.uk/Notice/b1ce31d4-281e-4d1f-a801-c616605ad1b5,The UK Government's Partnering for Accelerated Climate Transitions (UK PACT) programme is inviting quotations from qualified suppliers or consortia to deliver technical assistance facility in Nigeria Nigeria's power sec…,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
ocds-b5fd17-939575ff-9b8f-41f5-9c97-30c86639a10a,a4f5e2cc-12cf-4593-832f-cb7b8315f4d5-902389,2026-06-16T17:45:05+01:00,2026-06-30T14:00:00+01:00,Construction of Terminal Extension to Accommodate Hold Baggage Screening Upgrade,City of Derry Airport,active,Open procedure (below threshold),works,45000000,Construction work,,,False,False,facilities_works,mechanical,https://www.contractsfinder.service.gov.uk/Notice/a4f5e2cc-12cf-4593-832f-cb7b8315f4d5,"Construction of Terminal Extension to accommodate hold baggage screening upgrade including, structural, mechanical and electrical works.",http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
ocds-b5fd17-f440a2bb-51c8-4170-9cae-f3bbc0b9b3d8,dc2d6749-5132-483e-a37f-e3a01bc42aae-902387,2026-06-16T17:30:04+01:00,2022-08-31T00:00:00+01:00,HALA Legal Services Framework,Southern Housing,active,Open procedure,services,79100000,Legal services,30000000,GBP,True,False,sme_suitable,SME suitability flag,https://www.contractsfinder.service.gov.uk/Notice/dc2d6749-5132-483e-a37f-e3a01bc42aae,Modification Notice Original description: The HALA Members have come together in a shared procurement exercise and wish to appoint a panel of Solicitors upon whose advisory services the individual members can call. The…,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
